number,ticker,cap,name,industry,sector
1737,LND,411.66M,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Farm Products,Consumer Staples
1738,WDH,409.52M,Waterdrop Inc.,Insurance - Diversified,Financials
1739,YRD,405.98M,Yiren Digital Ltd.,Credit Services,Financials
1740,SPIR,404.16M,"Spire Global, Inc.",Specialty Business Services,Industrials
1741,HVT,403.80M,"Haverty Furniture Companies, Inc.",Home Improvement Retail,Consumer Discretionary
1742,SMC,397.83M,Summit Midstream Corporation,Oil & Gas Midstream,Energy
1743,ACRE,397.15M,Ares Commercial Real Estate Corporation,REIT - Mortgage,Real Estate
1744,NL,394.69M,"NL Industries, Inc.",Security & Protection Services,Industrials
1745,PSTL,394.61M,"Postal Realty Trust, Inc.",REIT - Office,Real Estate
1746,BRT,392.99M,BRT Apartments Corp.,REIT - Residential,Real Estate
1747,GCO,391.76M,Genesco Inc.,Apparel Retail,Consumer Discretionary
1748,LXFR,388.38M,Luxfer Holdings PLC,Specialty Industrial Machinery,Industrials
1749,OOMA,385.92M,"Ooma, Inc.",Software - Application,Technology
1750,NREF,385.19M,"NexPoint Real Estate Finance, Inc.",REIT - Mortgage,Real Estate
1751,HVT.A,384.78M,"Haverty Furniture Companies, Inc.",Home Improvement Retail,Consumer Discretionary
1752,MTW,384.64M,"The Manitowoc Company, Inc.",Farm & Heavy Construction Machinery,Industrials
1753,QUAD,383.60M,"Quad/Graphics, Inc.",Specialty Business Services,Industrials
1754,EHAB,383.16M,"Enhabit, Inc.",Medical Care Facilities,Healthcare
1755,BKKT,382.93M,"Bakkt Holdings, Inc.",Software - Infrastructure,Technology
1756,ASA,377.48M,ASA Gold and Precious Metals Limited,Asset Management,Financials
1757,MEI,376.77M,"Methode Electronics, Inc.",Electronic Components,Technology
1758,NUS,375.32M,"Nu Skin Enterprises, Inc.",Household & Personal Products,Consumer Staples
1759,SCM,374.21M,Stellus Capital Investment Corporation,Asset Management,Financials
1760,RNGR,367.05M,"Ranger Energy Services, Inc.",Oil & Gas Equipment & Services,Energy
1761,HRTG,363.89M,"Heritage Insurance Holdings, Inc.",Insurance - Property & Casualty,Financials
1762,EB,357.49M,"Eventbrite, Inc.",Software - Application,Technology
1763,SAR,355.37M,Saratoga Investment Corp.,Asset Management,Financials
1764,MPX,354.42M,Marine Products Corporation,Recreational Vehicles,Consumer Discretionary
1765,LAW,354.06M,"CS Disco, Inc.",Software - Application,Technology
1766,CYD,352.99M,China Yuchai International Limited,Auto Manufacturers,Consumer Discretionary
1767,MBI,351.09M,MBIA Inc.,Insurance - Specialty,Financials
1768,MEC,349.92M,"Mayville Engineering Company, Inc.",Metal Fabrication,Industrials
1769,HLLY,348.99M,Holley Inc.,Auto Parts,Consumer Discretionary
1770,IPI,347.87M,"Intrepid Potash, Inc.",Agricultural Inputs,Materials
1771,OIS,347.74M,"Oil States International, Inc.",Oil & Gas Equipment & Services,Energy
1772,BKSY,346.58M,BlackSky Technology Inc.,Scientific & Technical Instruments,Technology
1773,BARK,346.17M,"BARK, Inc.",Specialty Retail,Consumer Discretionary
1774,NGS,342.41M,"Natural Gas Services Group, Inc.",Oil & Gas Equipment & Services,Energy
1775,MSB,338.23M,Mesabi Trust,Steel,Materials
1776,ORN,331.44M,"Orion Group Holdings, Inc.",Engineering & Construction,Industrials
1777,TPVG,330.40M,TriplePoint Venture Growth BDC Corp.,Asset Management,Financials
1778,CVEO,329.72M,Civeo Corporation,Lodging,Consumer Discretionary
1779,XYF,321.35M,X Financial,Credit Services,Financials
1780,HYAC,317.05M,Haymaker Acquisition Corp. 4,Shell Companies,Financials
1781,RM,314.35M,Regional Management Corp.,Credit Services,Financials
1782,FREY,313.29M,"FREYR Battery, Inc.",Electrical Equipment & Parts,Industrials
1783,CBAN,312.51M,"Colony Bankcorp, Inc.",Banks - Regional,Financials
1784,SMRT,311.96M,"SmartRent, Inc.",Software - Application,Technology
1785,ZH,310.83M,Zhihu Inc.,Internet Content & Information,Communication Services
1786,PKE,307.01M,Park Aerospace Corp.,Aerospace & Defense,Industrials
1787,DBI,306.36M,Designer Brands Inc.,Footwear & Accessories,Consumer Discretionary
1788,VPG,298.13M,"Vishay Precision Group, Inc.",Scientific & Technical Instruments,Technology
1789,AZUL,297.70M,Azul S.A.,Airlines,Industrials
1790,HSHP,296.51M,Himalaya Shipping Ltd.,Marine Shipping,Industrials
1791,WTI,291.77M,"W&T Offshore, Inc.",Oil & Gas Exploration & Production,Energy
1792,MG,290.57M,"Mistras Group, Inc.",Security & Protection Services,Industrials
1793,BYON,287.28M,"Beyond, Inc.",Internet Retail,Consumer Discretionary
1794,PINE,279.87M,"Alpine Income Property Trust, Inc.",REIT - Retail,Real Estate
1795,GHI,279.72M,Greystone Housing Impact Investors LP,Mortgage Finance,Financials
1796,ONTF,275.31M,"ON24, Inc.",Software - Application,Technology
1797,NRGV,273.82M,"Energy Vault Holdings, Inc.",Utilities - Renewable,Utilities
1798,BNED,272.04M,"Barnes & Noble Education, Inc.",Specialty Retail,Consumer Discretionary
1799,ALTG,270.04M,Alta Equipment Group Inc.,Rental & Leasing Services,Industrials
1800,HBB,269.16M,Hamilton Beach Brands Holding Company,"Furnishings, Fixtures & Appliances",Consumer Discretionary
1801,GHG,269.09M,GreenTree Hospitality Group Ltd.,Lodging,Consumer Discretionary
1802,AMPY,268.05M,Amplify Energy Corp.,Oil & Gas Exploration & Production,Energy
1803,ARL,265.06M,"American Realty Investors, Inc.",Real Estate Services,Real Estate
1804,BHR,261.71M,Braemar Hotels & Resorts Inc.,REIT - Hotel & Motel,Real Estate
1805,CPS,254.35M,Cooper-Standard Holdings Inc.,Auto Parts,Consumer Discretionary
1806,NRDY,250.72M,"Nerdy, Inc.",Software - Application,Technology
1807,ODV,249.97M,Osisko Development Corp.,Gold,Materials
1808,TBN,249.39M,Tamboran Resources Corporation,Oil & Gas Exploration & Production,Energy
1809,TCI,249.24M,"Transcontinental Realty Investors, Inc.",Real Estate Services,Real Estate
1810,SRG,247.02M,Seritage Growth Properties,Real Estate Services,Real Estate
1811,KFS,244.85M,Kingsway Financial Services Inc.,Auto & Truck Dealerships,Consumer Discretionary
1812,ONIT,243.61M,Onity Group Inc.,Mortgage Finance,Financials
1813,AEVA,242.47M,"Aeva Technologies, Inc.",Software - Infrastructure,Technology
1814,DOUG,240.75M,Douglas Elliman Inc.,Real Estate Services,Real Estate
1815,FTK,239.62M,"Flotek Industries, Inc.",Oil & Gas Equipment & Services,Energy
1816,TG,238.74M,Tredegar Corporation,Metal Fabrication,Industrials
1817,CHGG,235.73M,"Chegg, Inc.",Education & Training Services,Consumer Staples
1818,NC,235.62M,"NACCO Industries, Inc.",Thermal Coal,Energy
1819,CIA,233.06M,"Citizens, Inc.",Insurance - Life,Financials
1820,ONL,232.18M,Orion Office REIT Inc.,REIT - Office,Real Estate
1821,FF,226.69M,FutureFuel Corp.,Specialty Chemicals,Materials
1822,DSX,226.08M,Diana Shipping Inc.,Marine Shipping,Industrials
1823,AOMR,225.94M,"Angel Oak Mortgage REIT, Inc.",REIT - Mortgage,Real Estate
1824,CLBR,225.89M,Colombier Acquisition Corp. II,Shell Companies,Financials
1825,AKA,224.83M,a.k.a. Brands Holding Corp.,Apparel Retail,Consumer Discretionary
1826,EVC,220.47M,Entravision Communications Corporation,Advertising Agencies,Communication Services
1827,SPCE,216.57M,"Virgin Galactic Holdings, Inc.",Aerospace & Defense,Industrials
1828,AMPX,215.91M,"Amprius Technologies, Inc.",Electrical Equipment & Parts,Industrials
1829,TBI,214.01M,"TrueBlue, Inc.",Staffing & Employment Services,Industrials
1830,CIO,212.41M,"City Office REIT, Inc.",REIT - Office,Real Estate
1831,CLPR,212.40M,Clipper Realty Inc.,REIT - Residential,Real Estate
1832,KNOP,210.33M,KNOT Offshore Partners LP,Marine Shipping,Industrials
1833,SBXD,205.34M,SilverBox Corp IV,Shell Companies,Financials
1834,FRGE,199.64M,"Forge Global Holdings, Inc.",Capital Markets,Financials
1835,MED,198.34M,"Medifast, Inc.",Personal Services,Consumer Discretionary
1836,MITT,197.72M,"AG Mortgage Investment Trust, Inc.",REIT - Mortgage,Real Estate
1837,ADCT,196.28M,ADC Therapeutics SA,Biotechnology,Healthcare
1838,FOA,196.15M,Finance of America Companies Inc.,Credit Services,Financials
1839,EARN,193.83M,Ellington Credit Company,Asset Management,Financials
1840,VLN,191.32M,Valens Semiconductor Ltd.,Semiconductors,Technology
1841,SMHI,191.31M,SEACOR Marine Holdings Inc.,Marine Shipping,Industrials
1842,SJT,189.23M,San Juan Basin Royalty Trust,Oil & Gas Exploration & Production,Energy
1843,SRI,188.00M,"Stoneridge, Inc.",Auto Parts,Consumer Discretionary
1844,PERF,187.40M,Perfect Corp.,Software - Application,Technology
1845,BW,186.75M,"Babcock & Wilcox Enterprises, Inc.",Specialty Industrial Machinery,Industrials
1846,LANV,186.54M,Lanvin Group Holdings Limited,Luxury Goods,Consumer Discretionary
1847,FET,186.22M,"Forum Energy Technologies, Inc.",Oil & Gas Equipment & Services,Energy
1848,AXR,186.10M,AMREP Corporation,Real Estate - Development,Real Estate
1849,DLNG,176.82M,Dynagas LNG Partners LP,Oil & Gas Midstream,Energy
1850,MDV,175.99M,"Modiv Industrial, Inc.",REIT - Industrial,Real Estate
1851,GPMT,175.85M,Granite Point Mortgage Trust Inc.,REIT - Mortgage,Real Estate
1852,NVRO,170.50M,Nevro Corp.,Medical Devices,Healthcare
1853,ZVIA,169.39M,Zevia PBC,Beverages - Non-Alcoholic,Consumer Staples
1854,AVD,167.55M,American Vanguard Corporation,Agricultural Inputs,Materials
1855,WBX,165.43M,Wallbox N.V.,Electronic Components,Technology
1856,CCRD,163.32M,CoreCard Corporation,Software - Application,Technology
1857,CBNA,157.48M,"Chain Bridge Bancorp, Inc.",Banks - Diversified,Financials
1858,EVTL,155.60M,Vertical Aerospace Ltd.,Aerospace & Defense,Industrials
1859,TSQ,150.81M,"Townsquare Media, Inc.",Advertising Agencies,Communication Services
1860,CMCM,149.12M,Cheetah Mobile Inc.,Internet Content & Information,Communication Services
1861,MX,148.44M,Magnachip Semiconductor Corporation,Semiconductors,Technology
1862,PHX,143.93M,PHX Minerals Inc.,Oil & Gas Exploration & Production,Energy
1863,AMWL,142.63M,American Well Corporation,Health Information Services,Healthcare
1864,NMG,139.24M,Nouveau Monde Graphite Inc.,Other Industrial Metals & Mining,Materials
1865,DM,138.70M,"Desktop Metal, Inc.",Computer Hardware,Technology
1866,BFAC,136.98M,Battery Future Acquisition Corp.,Shell Companies,Financials
1867,AJX,136.72M,Great Ajax Corp.,REIT - Mortgage,Real Estate
1868,LFT,135.44M,"Lument Finance Trust, Inc.",REIT - Mortgage,Real Estate
1869,TSE,134.17M,Trinseo PLC,Specialty Chemicals,Materials
1870,NOTE,130.89M,"FiscalNote Holdings, Inc.",Information Technology Services,Technology
1871,WHG,127.78M,"Westwood Holdings Group, Inc.",Asset Management,Financials
1872,SKIL,125.92M,Skillsoft Corp.,Education & Training Services,Consumer Staples
1873,ACR,123.91M,ACRES Commercial Realty Corp.,REIT - Mortgage,Real Estate
1874,SES,123.25M,SES AI Corporation,Auto Parts,Consumer Discretionary
1875,TLYS,120.61M,"Tilly's, Inc.",Apparel Retail,Consumer Discretionary
1876,ANRO,119.21M,"Alto Neuroscience, Inc.",Biotechnology,Healthcare
1877,DTC,118.26M,"Solo Brands, Inc.",Internet Retail,Consumer Discretionary
1878,MPLN,118.05M,MultiPlan Corporation,Health Information Services,Healthcare
1879,OPAD,113.25M,Offerpad Solutions Inc.,Real Estate Services,Real Estate
1880,GCTS,105.98M,"GCT Semiconductor Holding, Inc.",Semiconductors,Technology
1881,SRL,104.99M,Scully Royalty Ltd.,Capital Markets,Financials
1882,UFI,102.30M,"Unifi, Inc.",Textile Manufacturing,Consumer Discretionary
1883,OCFT,102.24M,"OneConnect Financial Technology Co., Ltd.",Software - Application,Technology
1884,SKLZ,100.96M,Skillz Inc.,Electronic Gaming & Multimedia,Communication Services
1885,SOL,99.43M,Emeren Group Ltd,Solar,Technology
1886,ANVS,97.55M,"Annovis Bio, Inc.",Biotechnology,Healthcare
1887,SST,90.99M,"System1, Inc.",Specialty Business Services,Industrials
1888,MKFG,88.67M,Markforged Holding Corporation,Computer Hardware,Technology
1889,CHMI,86.35M,Cherry Hill Mortgage Investment Corporation,REIT - Mortgage,Real Estate
1890,VOC,85.51M,VOC Energy Trust,Oil & Gas Exploration & Production,Energy
1891,WEL,84.92M,Integrated Wellness Acquisition Corp,Shell Companies,Financials
1892,AMTD,83.89M,AMTD IDEA Group,Asset Management,Financials
1893,STG,82.89M,Sunlands Technology Group,Education & Training Services,Consumer Staples
1894,MNTN,81.53M,Everest Consolidator Acquisition Corporation,Shell Companies,Financials
1895,IH,81.17M,iHuman Inc.,Education & Training Services,Consumer Staples
1896,DHX,79.62M,"DHI Group, Inc.",Software - Application,Technology
1897,VATE,78.51M,INNOVATE Corp.,Engineering & Construction,Industrials
1898,RBOT,77.61M,Vicarious Surgical Inc.,Medical Devices,Healthcare
1899,TISI,75.13M,"Team, Inc.",Specialty Business Services,Industrials
1900,OWLT,73.77M,"Owlet, Inc.",Health Information Services,Healthcare
1901,SUP,73.37M,"Superior Industries International, Inc.",Auto Parts,Consumer Discretionary
1902,PSQH,73.00M,"PSQ Holdings, Inc.",Software - Application,Technology
1903,SQNS,70.23M,Sequans Communications S.A.,Semiconductors,Technology
1904,GWH,69.51M,"ESS Tech, Inc.",Electrical Equipment & Parts,Industrials
1905,CNF,67.88M,CNFinance Holdings Limited,Mortgage Finance,Financials
1906,CATO,65.84M,The Cato Corporation,Apparel Retail,Consumer Discretionary
1907,STEM,65.36M,"Stem, Inc.",Utilities - Renewable,Utilities
1908,CULP,64.82M,"Culp, Inc.",Textile Manufacturing,Consumer Discretionary
1909,CRT,64.68M,Cross Timbers Royalty Trust,Oil & Gas Exploration & Production,Energy
1910,NINE,63.55M,"Nine Energy Service, Inc.",Oil & Gas Equipment & Services,Energy
1911,BGSF,63.50M,"BGSF, Inc.",Staffing & Employment Services,Industrials
1912,SRFM,58.16M,Surf Air Mobility Inc.,Airlines,Industrials
1913,BEDU,55.07M,Bright Scholar Education Holdings Limited,Education & Training Services,Consumer Staples
1914,LICY,54.33M,Li-Cycle Holdings Corp.,Waste Management,Industrials
1915,GROV,53.52M,"Grove Collaborative Holdings, Inc.",Household & Personal Products,Consumer Staples
1916,AHT,52.58M,"Ashford Hospitality Trust, Inc.",REIT - Hotel & Motel,Real Estate
1917,PVL,51.15M,Permianville Royalty Trust,Oil & Gas Exploration & Production,Energy
1918,ENZ,50.94M,"Enzo Biochem, Inc.",Diagnostics & Research,Healthcare
1919,BEST,50.29M,BEST Inc.,Trucking,Industrials
1920,PNST,50.07M,Pinstripes Holdings Inc.,Restaurants,Consumer Discretionary
1921,NTZ,49.57M,Natuzzi S.p.A.,"Furnishings, Fixtures & Appliances",Consumer Discretionary
1922,PRT,48.42M,PermRock Royalty Trust,Oil & Gas Exploration & Production,Energy
1923,RFL,47.37M,"Rafael Holdings, Inc.",Real Estate Services,Real Estate
1924,LEV,46.90M,The Lion Electric Company,Farm & Heavy Construction Machinery,Industrials
1925,BODI,43.96M,"The Beachbody Company, Inc.",Internet Content & Information,Communication Services
1926,SPRU,43.16M,Spruce Power Holding Corporation,Solar,Technology
1927,ZEPP,42.59M,Zepp Health Corporation,Consumer Electronics,Technology
1928,NEUE,40.11M,"NeueHealth, Inc.",Healthcare Plans,Healthcare
1929,NRT,38.14M,North European Oil Royalty Trust,Oil & Gas Exploration & Production,Energy
1930,AP,37.78M,Ampco-Pittsburgh Corporation,Metal Fabrication,Industrials
1931,LITB,36.40M,"LightInTheBox Holding Co., Ltd.",Internet Retail,Consumer Discretionary
1932,ALUR,33.58M,Allurion Technologies Inc.,Medical Devices,Healthcare
1933,BTCM,32.32M,BIT Mining Limited,Information Technology Services,Technology
1934,FENG,31.64M,Phoenix New Media Limited,Internet Content & Information,Communication Services
1935,KORE,30.22M,"KORE Group Holdings, Inc.",Telecom Services,Communication Services
1936,CGA,29.29M,"China Green Agriculture, Inc.",Agricultural Inputs,Materials
1937,FEDU,23.08M,Four Seasons Education (Cayman) Inc.,Education & Training Services,Consumer Staples
1938,NYC,22.91M,American Strategic Investment Co.,Real Estate Services,Real Estate
1939,BPT,22.90M,BP Prudhoe Bay Royalty Trust,Oil & Gas Midstream,Energy
1940,CCM,21.71M,Concord Medical Services Holdings Limited,Medical Care Facilities,Healthcare
1941,VNCE,21.17M,Vince Holding Corp.,Apparel Manufacturing,Consumer Discretionary
1942,VHC,19.95M,VirnetX Holding Corporation,Software - Infrastructure,Technology
1943,KUKE,18.75M,Kuke Music Holding Limited,Entertainment,Communication Services
1944,XIN,18.24M,"Xinyuan Real Estate Co., Ltd.",Real Estate - Development,Real Estate
1945,MOGU,17.91M,MOGU Inc.,Internet Retail,Consumer Discretionary
1946,EQS,16.44M,"Equus Total Return, Inc.",Asset Management,Financials
1947,LOCL,14.45M,Local Bounti Corporation,Farm Products,Consumer Staples
1948,DNMR,14.31M,"Danimer Scientific, Inc.",Specialty Chemicals,Materials
1949,MTR,13.42M,Mesa Royalty Trust,Oil & Gas Exploration & Production,Energy
1950,TCS,13.15M,"The Container Store Group, Inc.",Specialty Retail,Consumer Discretionary
1951,ATIP,7.45M,"ATI Physical Therapy, Inc.",Medical Care Facilities,Healthcare
1952,SOS,3.23M,SOS Limited,Capital Markets,Financials
